id,title,description,availability,condition,price,link,image_link,brand,google_product_category
SVN-4K1602P,Secuview 60-120cm TS Heavy-Duty Metal CCTV Camera Mount Bracket.,,instock,new,19.64,https://secuview.com/product/secuview-60-120cm-ts-heavy-duty-metal-cctv-camera-mount-bracket/,,Secuview,
SV-M2200A,Secuview 60 – 120cm TS L-Shaped Adjustable Metal Bracket for Cameras.,,instock,new,78.00,https://secuview.com/product/secuview-60-120cm-ts-l-shaped-adjustable-metal-bracket-for-cameras/,,Secuview,
SVA4016,Secuview 65W 4 PoE + 1 Uplink | Reliable Gigabit Network Performance,,instock,new,175.50,https://secuview.com/product/secuview-65w-4-poe-1-uplink-reliable-gigabit-network-performance/,,Secuview,
SV-R42-10080ABC1,Secuview 65W 4x PoE + 2x Uplink Ports | 10/100Mbps Connectivity.,,instock,new,117.00,https://secuview.com/product/secuview-65w-4x-poe-2x-uplink-ports-10-100mbps-connectivity/,,Secuview,
SV-EL4001GY,"Secuview 65WPoE switch |4 PoE + 1 Uplink + 1SFP, Stable Gigabit Performance.",,instock,new,162.50,https://secuview.com/product/secuview-65wpoe-switch-4-poe-1-uplink-1sfp-stable-gigabit-performance/,,Secuview,
SV-M3OK-AKD2,Secuview 6MP Fixed Lens Outdoor IP Camera Auto Tracking & ONVIF.,,instock,new,234.00,https://secuview.com/product/secuview-6mp-fixed-lens-outdoor-ip-camera-auto-tracking-onvif/,,Secuview,
SV-PJ30A,Secuview 6MP Outdoor IP PTZ Camera | Auto-Focus Lens & Weatherproof.,,instock,new,233.52,https://secuview.com/product/secuview-6mp-outdoor-ip-ptz-camera-auto-focus-lens-weatherproof/,,Secuview,
SV-AL3880W,Secuview 6W Ceiling Speaker | Powerful Sound for Home and Office.,,instock,new,150.00,https://secuview.com/product/secuview-6w-ceiling-speaker-powerful-sound-for-home-and-office/,,Secuview,
SV-M2080B,Secuview 6W Public Address Ceiling Speaker with Clear Audio.,,instock,new,41.09,https://secuview.com/product/secuview-6w-ceiling-speaker-public-address/,,Secuview,
SV-EL24022SGY,Secuview 8-Channel Smart PABX Seamless Communication Made Easy.,,instock,new,750.00,https://secuview.com/product/secuview-8-channel-smart-pabx-seamless-communication-made-easy/,,Secuview,
SV-EL24022SGY,Secuview 8-Port Fast Ethernet Switch Stable 100Mbps Connections.,,instock,new,12.50,https://secuview.com/product/secuview-8-port-fast-ethernet-switch-stable-100mbps-connections/,,Secuview,
SV-EL4001GY,"Secuview 8-Port Gigabit Switch | Fast, Stable 1000Mbps Connectivity.",,instock,new,35.71,https://secuview.com/product/secuview-8-port-gigabit-switch-fast-stable-1000mbps-connectivity/,,Secuview,
SV-R4-6045S1,Secuview 8-Port Metal Design Ethernet Switch with High-Speed Networking.,,instock,new,65.00,https://secuview.com/product/secuview-8-port-metal-design-ethernet-switch-with-high-speed-networking/,,Secuview,
SV-R27-6060ABC1,Secuview 8-Port Plastic Ethernet Switch 100Mbps connectivity.,,instock,new,39.00,https://secuview.com/product/secuview-8-port-plastic-ethernet-switch-100mbps-connectivity/,,Secuview,
Secuview KE-60M 2.0,Secuview 8CH 4K Non-POE NVR | Fast Performance & ONVIF Support.,,instock,new,416.00,https://secuview.com/product/secuview-8ch-4k-non-poe-nvr-fast-performance-onvif-support/,,Secuview,
SV-PJ20A,Secuview 8CH 4K NVR |Ultra HD | ONVIF Support | High-Speed Performance,,instock,new,760.50,https://secuview.com/product/secuview-8ch-4k-nvr-ultra-hd-onvif-support-high-speed-performance/,,Secuview,
SV-ELHD801SP,Secuview 8MP Full HD Outdoor IP Camera | Water-proof & ONVIF.,,instock,new,233.52,https://secuview.com/product/secuview-8mp-full-hd-outdoor-ip-camera-water-proof-onvif/,,Secuview,
SV-M5CL-AVPT1,Secuview 8Mp indoor IP Camera | Smart Detection & ONVIF Support.,,instock,new,196.43,https://secuview.com/product/secuview-8mp-indoor-ip-camera-smart-detection-onvif-support/,,Secuview,
SV-KE1200M,Secuview 8MP Varifocal Lens Outdoor IP Camera | Water-proof & ONVIF.,,instock,new,850.00,https://secuview.com/product/secuview-8mp-varifocal-lens-outdoor-ip-camera-water-proof-onvif/,,Secuview,
SV-M3Cl-AVPB4,Secuview Adjustable PTZ Metal Mount Bracket for Security Cameras.,,instock,new,19.50,https://secuview.com/product/secuview-adjustable-ptz-metal-mount-bracket-for-security-cameras/,,Secuview,
SV-AP612SX03,Secuview AX1800 Wi-Fi 6 Access Point | Dual-Band Gigabit,,instock,new,299.00,https://secuview.com/product/secuview-ax1800-wi-fi-6-dualband-access-point/,,Secuview,
SV-ELHD801SP,Secuview Biometric Attendance System Real-Time Management.,,instock,new,500.00,https://secuview.com/product/secuview-biometric-attendance-system-real-time-management/,,Secuview,
SECUVIEW-5GE,Secuview Caller ID Telephone PH208 |Clear Voice & ideal for Home & Office.,,instock,new,85.00,https://secuview.com/product/secuview-caller-id-telephone-ph208-clear-voice-ideal-for-home-office/,,Secuview,
SV-R15-6060AB1,Secuview Compact 5-Port Gigabit Switch | Reliable 1000Mbps Performance.,,instock,new,75.00,https://secuview.com/product/secuview-compact-5-port-gigabit-switch-reliable-1000mbps-performance/,,Secuview,
SV-PJ20A,Secuview Compact indoor Metal Junction Box for CCTV Cameras.,,instock,new,143.00,https://secuview.com/product/secuview-compact-indoor-metal-junction-box-for-cctv-cameras/,,Secuview,
SV-SL185-QG02(BL)(GL)(Grey),Secuview Double-Port Faceplate Wall-Mount Durable Plastic Design.,,instock,new,7.50,https://secuview.com/product/secuview-double-port-faceplate-wall-mount-durable-plastic-design/,,Secuview,
SV-M3OK-AK4G2,Secuview Face Recognition & Biometric Time Attendance System.,,instock,new,600.00,https://secuview.com/product/secuview-face-recognition-biometric-time-attendance-system/,,Secuview,
SF-SMF202,Secuview Fingerprint Smart Lock with Remote Control – 600 QAR,,instock,new,600.00,https://secuview.com/product/secuview-fingerprint-smart-lock-with-remote-control/,,Secuview,
SV-SL280-HR02(BL)(GL),Secuview Four Gang Brushed Panel Smart Switch With Plastic Border,,instock,new,178.00,https://secuview.com/product/secuview-four-gang-brushed-panel-smart-switch-with-plastic-border/,,Secuview,
SVTSM202,Secuview Four Gang Wi-Fi Remote Control Smart Switch With Metal Border,,instock,new,165.00,https://secuview.com/product/secuview-four-gang-wi-fi-remote-control-smart-switch-with-metal-border/,,Secuview,
SVTSM202WP (W) / DS-1420WN (B),Secuview Full HD Wi-Fi Smart Doorphone with Waterproof Rate IP65,,instock,new,500.00,https://secuview.com/product/secuview-full-hd-wi-fi-smart-doorphone-with-waterproof-rate-ip65/,,Secuview,
SV-EL4011SGY,Secuview Gigabit 5-Port Ethernet Switch with High-Speed and Metal Design.,,instock,new,52.00,https://secuview.com/product/secuview-gigabit-5-port-ethernet-switch-with-high-speed-and-metal-design/,,Secuview,
SV-R42-10080ABC1,Secuview Gigabit PoE Extender Weatherproof & High-Performance.,,instock,new,78.00,https://secuview.com/product/secuview-gigabit-poe-extender-weatherproof-high-performance/,,Secuview,
SV-HDC20100V,Secuview High Efficiency RG6/U Coaxial Cable 305M,,instock,new,142.35,https://secuview.com/product/secuview-high-efficiency-rg6-u-coaxial-cable-305m/,,Secuview,
SV-R12-6055S1,Secuview High-Performance AX 3000Mbps Wireless Access Point.,,instock,new,390.00,https://secuview.com/product/secuview-high-performance-ax-3000mbps-wireless-access-point/,,Secuview,
SV010002-305WS-BK,Secuview High Quality RG59/U Coaxial Cable 305M,,instock,new,157.00,https://secuview.com/product/secuview-high-quality-rg59-u-coaxial-cable-305m/,,Secuview,
SV-HDC2050V,Secuview High Standard 305m RG59+2C Coaxial Cable With Power,,instock,new,217.20,https://secuview.com/product/secuview-high-standard-305m-rg592c-coaxial-cable-with-power/,,Secuview,
SV-R12-6055S1,Secuview Hybrid PABX 16 channels Reliable Communication for Large Networks.,,instock,new,1450.00,https://secuview.com/product/secuview-hybrid-pabx-16-channels-reliable-communication-for-large-networks/,,Secuview,
SV-VXRJX2,Secuview Indoor 1.3MP AHD Camera Compact & Clear Monitoring.,,instock,new,13.73,https://secuview.com/product/secuview-indoor-1-3mp-ahd-camera-compact-clear-monitoring/,,Secuview,
SV-PJ20A,Secuview Indoor 2MP AHD CCTV Camera | Clear imaging & Best Performance.,,instock,new,19.23,https://secuview.com/product/secuview-indoor-2mp-ahd-cctv-camera-clear-imaging-best-performance/,,Secuview,
SV-R18-6060AB1,Secuview Indoor Wi-Fi Router | 2.4GHz 300Mbps Performance.,,instock,new,17.86,https://secuview.com/product/secuview-indoor-wi-fi-router-2-4ghz-300mbps-performance/,,Secuview,
SV-SL375-Q09,Secuview Intelligent Remote Control Switch For Home Automation,,instock,new,110.00,https://secuview.com/product/secuview-intelligent-remote-control-switch-for-home-automation/,,Secuview,
SV-R18-6055AB1,Secuview International Standard 12U SPCC Network Rack,,instock,new,380.00,https://secuview.com/product/secuview-international-standard-12u-spcc-network-rack/,,Secuview,
SV-EL4011SGY,Secuview International Standard 18U Double Section SPCC Network Rack,,instock,new,1150.00,https://secuview.com/product/secuview-international-standard-18u-double-section-spcc-network-rack/,,Secuview,
SV-R12-6055S1,Secuview International Standard 18U SPCC Network Rack,,instock,new,545.00,https://secuview.com/product/secuview-international-standard-18u-spcc-network-rack/,,Secuview,
SV-R18-6060AB1,Secuview International Standard 27U 600X600 SPCC Data Center Cabinet,,instock,new,342.50,https://secuview.com/product/secuview-international-standard-27u-600x600-spcc-data-center-cabinet/,,Secuview,
SV-R18-6080ABC1,Secuview International Standard 27U SPCC Data Center Cabinet,,instock,new,1440.00,https://secuview.com/product/secuview-international-standard-27u-spcc-data-center-cabinet/,,Secuview,
SVA4024,Secuview International Standard 42U SPCC Network Cabinet,,instock,new,643.50,https://secuview.com/product/secuview-international-standard-42u-spcc-network-cabinet/,,Secuview,
IPS-55-SVC4X64,Secuview International Standard 6U Single Section SPCC Network Rack,,instock,new,285.00,https://secuview.com/product/secuview-international-standard-6u-single-section-spcc-network-rack/,,Secuview,
SVTSM201-B,Secuview IP Smart Video Doorbell For Home Automation,,instock,new,876.00,https://secuview.com/product/secuview-ip-smart-video-doorbell-for-home-automation/,,Secuview,
SV-SL260-Q05 (BL)(BR),Secuview IP Smart Video Doorbell With Tuya App,,instock,new,876.00,https://secuview.com/product/secuview-ip-smart-video-doorbell-with-tuya-app/,,Secuview,
SV-SD07MS743,Secuview IR Controller | Smart Remote Control for Seamless Device Management.,,instock,new,100.00,https://secuview.com/product/secuview-ir-controller-smart-remote-control-for-seamless-device-management/,,Secuview,
SV-SL280-HR01(BL),Secuview Keyless Entry Savvy Digital Lock for Home Automation,,instock,new,750.00,https://secuview.com/product/secuview-keyless-entry-savvy-digital-lock-for-home-automation/,,Secuview,
SF-SMF202,Secuview Keyless Entry Smart Door Lock with Fingerprint,,instock,new,750.00,https://secuview.com/product/secuview-keyless-entry-smart-door-lock-with-fingerprint/,,Secuview,
IPS-55-SVC4X64,Secuview lP Phone-Next-Gen Voice Solution for Seamless Communication.,,instock,new,68.68,https://secuview.com/product/secuview-lp-phone-next-gen-voice-solution-for-seamless-communication/,,Secuview,
SV-R9-6045S1,Secuview lP Telephone | Stay Connected with Crystal-Clear Voice Quality.,,instock,new,50.82,https://secuview.com/product/secuview-lp-telephone-stay-connected-with-crystal-clear-voice-quality/,,Secuview,
SV-SD07MS743,Secuview Mobile Control Fingerprint Smart Lock,,instock,new,650.00,https://secuview.com/product/secuview-mobile-control-fingerprint-smart-lock/,,Secuview,
SF-SMF202,Secuview Mobile Control Smart Door Lock,,instock,new,480.00,https://secuview.com/product/secuview-mobile-control-smart-door-lock/,,Secuview,
SV-EX30 Extender,Secuview Mounting Metal Bracket for CCTV Cameras with Weatherproof Design.,,instock,new,65.00,https://secuview.com/product/secuview-mounting-metal-bracket-for-cctv-cameras-with-weatherproof-design/,,Secuview,
SVTSM202-B,Secuview One Gang Brushed Panel Smart Switch With Plastic Border,,instock,new,137.00,https://secuview.com/product/secuview-one-gang-brushed-panel-smart-switch-with-plastic-border/,,Secuview,
SVTSM204-B,Secuview One Gang Wi-Fi Remote Control Smart Switch With Metal Border,,instock,new,30.00,https://secuview.com/product/secuview-one-gang-wi-fi-remote-control-smart-switch-with-metal-border/,,Secuview,
SV-EL24022SGY,Secuview Outdoor Wireless 4G Router | Powerful & Weatherproof Design.,,instock,new,750.00,https://secuview.com/product/secuview-outdoor-wireless-4g-router/,,Secuview,
SF-SMF204,"Secuview Plastic Internet & Satellite Socket | Clear, Stable Signal.",,instock,new,4.38,https://secuview.com/product/secuview-plastic-internet-satellite-socket-clear-stable-signal/,,Secuview,
SV-M3UB-DL-4G,Secuview Professional 4CH Hybrid DVR | 4K Resolution & Intelligent Detection.,,instock,new,416.00,https://secuview.com/product/secuview-professional-4ch-hybrid-dvr-4k-resolution-intelligent-detection/,,Secuview,
SV-EL24022SGY,Secuview PX400 Series | Telephone VolP Intercom lP PBX System 32 Channel.,,instock,new,1250.00,https://secuview.com/product/secuview-px400-series-telephone-volp-intercom-lp-pbx-system-32-channel/,,Secuview,
SV-R12-6055S1,Secuview PX400 Series | Telephone VolP Intercom lP PBX System 64 Channel.,,instock,new,1650.00,https://secuview.com/product/secuview-px400-series-telephone-volp-intercom-lp-pbx-system-64-channel/,,Secuview,
SV-RX2-4055S1,"Secuview Rack-Mount, AC Fan, High-Performance Cooling solution.",,instock,new,43.68,https://secuview.com/product/secuview-rack-mount-ac-fan-high-performance-cooling-solution/,,Secuview,
SVTSM203-B,Secuview Single-Port Durable Plastic Faceplate | Wall-Mount Design.,,instock,new,6.00,https://secuview.com/product/secuview-single-port-durable-plastic-faceplate-wall-mount-design/,,Secuview,
SVTSM201-B,Secuview Smart Glass Door Lock Device for Office Security,,instock,new,630.00,https://secuview.com/product/secuview-smart-glass-door-lock-device-for-office-security/,,Secuview,
SV-SL260-Q05 (BL)(BR),Secuview Smart Glass Door Lock with TUYA App for Modern Offices,,instock,new,150.70,https://secuview.com/product/secuview-smart-glass-door-lock-with-tuya-app-for-modern-offices/,,Secuview,
SF-SMF203,Secuview Smart Home Door Lock with Remote Control,,instock,new,620.00,https://secuview.com/product/secuview-smart-home-door-lock-with-remote-control/,,Secuview,
SF-SMF204,Secuview Smart Plug Socket | Power Smarter with Dual USB & Type-C Ports.,,instock,new,68.68,https://secuview.com/product/secuview-smart-plug-socket-power-smarter-with-dual-usb-type-c-ports/,,Secuview,
SV-SL260-HR04(BL),Secuview Smart Switches for Smart Home,,instock,new,9.77,https://secuview.com/product/secuview-smart-switches-for-smart-home/,,Secuview,
SV-SD07MR206,Secuview Smart Technology Door Lock for Modern Living,,instock,new,860.00,https://secuview.com/product/secuview-smart-technology-door-lock-for-modern-living/,,Secuview,
SV-SL240-HR03(BR BL),Secuview Smart Wi-Fi Waterproof Video Doorbell,,instock,new,106.00,https://secuview.com/product/secuview-smart-wi-fi-waterproof-video-doorbell/,,Secuview,
SV-SL240-HR03(BR BL),Secuview Three Gang Brushed Panel Smart Switch With Plastic Border,,instock,new,160.00,https://secuview.com/product/secuview-three-gang-brushed-panel-smart-switch-with-plastic-border/,,Secuview,
SF-SMF204,Secuview Three Gang Wi-Fi Remote Control Smart Switch With Metal Border,,instock,new,37.83,https://secuview.com/product/secuview-three-gang-wi-fi-remote-control-smart-switch-with-metal-border/,,Secuview,
SF-SMF202,Secuview Three Gang Wi-Fi Smart Switch With Tuya App,,instock,new,135.00,https://secuview.com/product/secuview-three-gang-wi-fi-smart-switch-with-tuya-app/,,Secuview,
SVTSM203-B,Secuview Two Gang Brushed Panel Smart Switch With Plastic Border,,instock,new,140.00,https://secuview.com/product/secuview-two-gang-brushed-panel-smart-switch-with-plastic-border/,,Secuview,
SV-SL260-Q05 (BL)(BR),Secuview Two Gang Wi-Fi Remote Control Smart Switch With Metal Border,,instock,new,34.25,https://secuview.com/product/secuview-two-gang-wi-fi-remote-control-smart-switch-with-metal-border/,,Secuview,
SV-SD07MS743,Secuview UK Smart Power Socket Sleek Design with USB-C& USB-A Fast charging Ports.,,in stock,new,876.00,https://secuview.com/product/secuview-uk-smart-power-socket-sleek-design-with-usb-c-usb-a-fast-charging-ports/,,Secuview,
SVELHD401SP,Secuview Universal Wall Mount Metal Bracket for Camera.,,instock,new,7.14,https://secuview.com/product/secuview-universal-wall-mount-metal-bracket-for-camera/,,Secuview,
SV-SL370-Q06,Secuview Wall-Mount Plastic Satellite Socket | Clear signal Output.,,instock,new,7.80,https://secuview.com/product/secuview-wall-mount-plastic-satellite-socket-clear-signal-output/,,Secuview,
SV-SL240-HR03(BR BL),Secuview Waterproof Smart Courtyard Gate Lock,,instock,new,1300.00,https://secuview.com/product/secuview-waterproof-smart-courtyard-gate-lock/,,Secuview,
SVTSM204,Secuview Wi-Fi IOT Smart Switch With Tuya App,,instock,new,157.00,https://secuview.com/product/secuview-wi-fi-iot-smart-switch-with-tuya-app/,,Secuview,
SV-JDC2011B,Secuview WiFi Indoor 2K PTZ Baby Monitor Camera,,instock,new,220.00,https://secuview.com/product/secuview-wifi-indoor-2k-ptz-baby-monitor-camera/,,Secuview,
SV-M3OK-AK4G2,Secuview WiFi Outdoor Weatherproof Security Camera,,instock,new,250.00,https://secuview.com/product/secuview-wifi-outdoor-weatherproof-security-camera/,,Secuview,
SF-SMF204,Secuview Wifi Smart Door Lock For Home Safety,,instock,new,550.00,https://secuview.com/product/secuview-wifi-smart-door-lock-for-home-safety/,,Secuview,
SV-EL4001GY,Secuview WiFi6 Dual-Band indoor Access Point | 1800Mbps High-speed.,,instock,new,227.50,https://secuview.com/product/secuview-wifi6-dual-band-indoor-access-point-1800mbps-high-speed/,,Secuview,
SV24TWS3,Secuview Wireless IP Outdoor Solar-powered 4G Security Camera,,instock,new,449.00,https://secuview.com/product/secuview-wireless-ip-outdoor-solar-powered-4g-security-camera/,,Secuview,
SV-ELHD801SP,Secuview Wireless IP Outdoor Weatherproof Security Battery Camera,,instock,new,270.00,https://secuview.com/product/secuview-wireless-ip-outdoor-weatherproof-security-battery-camera/,,Secuview,
SV-M3OK-AKD2,Secuview Wireless IP Solar-powered 4G Dual Lens Security Camera,,instock,new,575.00,https://secuview.com/product/secuview-wireless-ip-solar-powered-4g-dual-lens-security-camera/,,Secuview,
SV-WPP296F3,Secuview Wireless IP Solar-powered CCTV Camera,,instock,new,400.00,https://secuview.com/product/secuview-wireless-ip-solar-powered-cctv-camera/,,Secuview,
SV-4K-N1004-M5,Secuview12Mp Indoor PoE lP Camera | Auto-Tracking & ONVIF.,,instock,new,206.04,https://secuview.com/product/secuview12mp-indoor-poe-lp-camera-auto-tracking-onvif/,,Secuview,
Secuview KE-60M 2.0,WiFi 5MP PTZ Baby Monitor Camera,,instock,new,239.00,https://secuview.com/product/wireless-5mp-ptz-baby-monitor-camera/,,Secuview,
